ep,state,action,reward
0,"[ 0.06632105 -0.10727076  0.27343726  0.02133136 -1.52744771 -0.02741101]",2.379584361722489,0.0011357596513083795
0,"[ 0.0829674  -0.10620419  0.39241648  0.02133136  4.74740029 -0.30472847]",2.7022683437624284,0.0008548371926378308
0,"[ 0.10596606 -0.10513762  0.5275299   0.02133136  4.72470816 -0.59927679]",1.6361060454230902,0.0002746652828093088
0,"[ 0.13438768 -0.10407106  0.6093352   0.02133136  4.69061496 -0.75888999]",2.6834303863113873,0.00046930885524730227
0,"[ 0.16820873 -0.10300449  0.74350672  0.02133136  4.64683564 -0.98506879]",1.5573047658658947,0.0013918894541640459
0,"[ 0.2073307  -0.10193792  0.82137196  0.02133136  4.59571964 -1.05116058]",-0.11584045923473674,0.0025329857214460402
0,"[ 0.24825449 -0.10087135  0.81557993  0.02133136  4.54671675 -0.90107287]",-1.4701260651256127,0.0038298034685560877
0,"[ 0.28719583 -0.09980478  0.74207363  0.02133136  4.50965556 -0.57561674]",-0.184503386524976,0.005112015157680146
0,"[ 0.32406889 -0.09873821  0.73284846  0.02133136  4.48647234 -0.34804495]",0.0879157276930325,0.006016345437130813
0,"[ 0.3608212  -0.09767165  0.73724425  0.02133136  4.47446724 -0.13025903]",-0.6822092262763394,0.006607397279991595
0,"[ 0.39683065 -0.09660508  0.70313379  0.02133136  4.47541372  0.16796158]",2.4528613580220413,0.006441991718866616
0,"[ 0.43505342 -0.09553851  0.82577685  0.02133136  4.48353869  0.15567413]",3.159889755127465,0.006104342903242498
0,"[ 0.48029213 -0.09447194  0.98377134  0.02133136  4.48913483  0.06722088]",2.266642548839275,0.005935050522944009
0,"[ 0.532314   -0.09340537  1.09710347  0.02133136  4.49237204  0.06172678]",1.8992189871091345,0.00573593530932444
0,"[ 0.58954319 -0.09233881  1.19206442  0.02133136  4.49614859  0.08870836]",2.0518866230858253,0.005483410634379494
0,"[ 0.65171127 -0.09127224  1.29465875  0.02133136  4.50079773  0.09648339]",0.3892914651507793,0.005229725789162607
0,"[ 0.71693082 -0.09020567  1.31412332  0.02133136  4.50976518  0.26076851]",0.943718737082655,0.004710072324863626
0,"[ 0.78381664 -0.0891391   1.36130926  0.02133136  4.52531076  0.35852064]",-0.04648014998920886,0.004119361792132679
0,"[ 0.851824   -0.08807253  1.35898525  0.02133136  4.54774957  0.53543101]",0.25205953942366854,0.0033590444038563948
0,"[ 0.92008834 -0.08700597  1.37158823  0.02133136  4.57768825  0.65727301]",0.8219994426813305,0.002557578275684182
0,"[ 0.98969525 -0.0859394   1.4126882   0.02133136  4.61153457  0.69105115]",-2.1833874350799203,0.0018076271419451807
